,0,1,2,3,4,5,6,7
0,0,0.25,0.2,0.0,1.2585099273743738,9.393916365046893,4.604083732334558,2.1870125460630234
1,1,0.2657764078281684,0.19980068533314935,0.0,5.925544009079603,3.18786527994541,0.7865779044097287,2.3350380660095706
2,2,0.28148992626692937,0.1992035358593258,0.0,3.0338226879206145,9.553490926278162,0.08426447701693096,2.6851739767385947
3,3,0.29707791662242944,0.19821093199149806,0.0,4.357783488743391,1.9115912040983485,4.022670992644489,1.6049992350347309
4,4,0.3124782405925771,0.19682683053985073,0.0,8.070671713810723,2.0964001181004455,6.256454399756733,2.969023613399885
5,5,0.3276295079685422,0.1950567489387783,0.0,9.499094288729495,4.342834841114689,0.29035852085133484,3.896162236518397
6,6,0.3424713213541367,0.19290774325277305,0.0,3.8740458962181434,9.928359475626639,3.367010173192452,3.4581808495603856
7,7,0.3569445169275524,0.19038838004888237,0.0,0.21728490770569042,9.539122647522959,5.045542038759189,1.8820519607872634
8,8,0.3709914002857097,0.1875087022478594,0.0,1.5155752742125195,7.745645185041741,3.8859771149711833,1.9009080930341158
9,9,0.38455597643107214,0.18428018909013508,0.0,5.293717973483548,6.788481543193729,0.47377760845595196,3.263669694029654
10,10,0.39758417298413207,0.18071571037619855,0.0,3.9809061800010745,4.8121893382214065,4.0909226094219555,2.3547201205005317
11,11,0.4100240557317768,0.17682947516379707,0.0,6.099143400610684,7.000685162074582,3.4267185767966324,3.729020600240334
12,12,0.42182603565229604,0.17263697512646395,0.0,6.519224877997022,2.051827333493901,4.4863699117100655,2.993368361192293
13,13,0.4329430665917692,0.1681549227991634,0.0,6.089494384033026,4.613798741214403,9.81782062872148,3.433729306913692
14,14,0.4433308328038348,0.1634011849572239,0.0,7.671101111469586,4.0527273484754485,0.9875595393074788,4.130429817922362
15,15,0.4529479256052552,0.15839471139413064,0.0,8.111140567675273,6.803576266614355,1.3814808690059877,4.827546462627472
16,16,0.46175600844307474,0.1531554593820902,0.0,4.496467896604496,0.21000688569334014,4.086880460011788,2.139062108383031
17,17,0.46971996971536506,0.14770431411648896,0.0,6.14833309413353,2.5077676806054527,1.2766008689441999,3.4896714430442097
18,18,0.47680806273637033,0.14206300546137843,0.0,1.1336718042899951,2.0806134155552503,7.277292035817691,0.8027535403265832
19,19,0.4829920322881087,0.13625402132786246,0.0,0.68427697258579,5.831966885150328,9.235463048603922,1.1839046474908632
20,20,0.4882472272539598,0.1303005180306873,0.0,6.4635544699928795,7.17219738338733,1.1549352686509695,4.130657541637596
21,21,0.49255269888524655,0.12422622798037833,0.0,3.1970136349188003,1.6799605214224111,1.0250792039074286,1.7850910927386943
22,22,0.49589128430909246,0.11805536507889021,0.0,8.604216439576781,8.756173186019858,4.037132373521994,5.39275700087707
23,23,0.49824967494466743,0.11181252819589081,0.0,8.018535670518087,2.5820297563775796,3.870446517862133,4.199099748688327
24,24,0.4996184695550947,0.10552260311045081,0.0,6.64953243906854,8.787916998234483,6.193310634683392,4.337129326583126
25,25,0.4999922117235391,0.0992106633090287,0.0,0.008194200236926186,8.068984925906943,9.138978085881613,0.6874976070062764
26,26,0.49936941160408466,0.0929018700351984,0.0,8.643684767975065,4.6409602685163875,6.0623060840391085,4.706497025914968
27,27,0.497752551860698,0.08662137198955211,0.0,8.369798104883102,6.167273578607826,3.119906112711913,4.693866180017432
28,28,0.495148077770601,0.08039420507960221,0.0,6.23604521627367,8.428380128117565,6.668345328531567,3.62527724656113
29,29,0.4915663715315055,0.07424519261931035,0.0,5.407333422207815,6.424245091631821,3.219498791142308,3.0655439464946403
30,30,0.48702171087512736,0.06819884637607616,0.0,6.130878324753075,2.4785119224733974,8.382596470999102,2.982909302950064
31,31,0.4815322121519603,0.06227926885964239,0.0,2.540303197825924,2.27841061372825,1.4047013114450557,1.3363837607226434
32,32,0.47511975811418794,0.05651005724242071,0.0,5.677694228158706,0.1394954662118364,4.140341884772605,2.499020375678043
33,33,0.4678099106846149,0.050914209294240655,0.0,6.71338410835832,3.7518776164513055,2.5667840452210466,3.1945301132930424
34,34,0.4596318090593444,0.045514031706493,0.0,9.982124991817429,2.774197180842685,4.180970912873388,4.70786693350358
35,35,0.4506180535503945,0.04033105117111442,0.0,6.7410906580418715,8.091789065596334,1.944171795695162,3.5077951012965634
36,36,0.4408045756312921,0.03538592856887901,0.0,3.243431951833402,7.135354560936056,3.9459990534975384,1.727089022450007
37,37,0.43023049470367913,0.030698376609066824,0.0,5.268194880759948,8.580316964582671,7.471392782570419,2.4764098570730537
38,38,0.4189379621559022,0.02628708124882211,0.0,9.588632787843595,2.2538329332130314,9.661170152923065,4.1723063450040305
39,39,0.4069719933352146,0.022169627205446997,0.0,4.340834854238067,1.6455741051590633,4.516469087814977,1.7423418509686075
40,40,0.39438028810339715,0.018362427858560095,0.0,7.1926625252340095,7.981011454401964,8.547214334400037,3.1241588265360485
41,41,0.3812130406911171,0.014880659821550558,0.0,6.0855528339578155,4.826000902712786,2.415033049509643,2.438023962948339
42,42,0.3675227396090007,0.011738202443145308,0.0,2.4511165807063975,2.119135652127906,7.984961728383324,0.8177191956577224
43,43,0.35336395841303353,0.00894758248025378,0.0,2.1387183821183173,1.9041867276298685,1.6935328220847234,0.670914540752646
44,44,0.33879313815835704,0.006519924162640156,0.0,4.181867878890106,9.789268512576873,8.293468045338555,1.411167046038471
45,45,0.3238683624086675,0.004464904848480522,0.0,5.980441369909661,2.6448816343561865,3.057755385903275,2.0395523446886505
46,46,0.3086491256980922,0.0027907164475743044,0.0,8.866064034038011,2.939275589582885,5.261610145628658,2.714142992640556
47,47,0.29319609636852495,0.0015040327659889608,0.0,6.953995192889789,4.304161149561148,1.514739745092486,2.033274345570854
48,48,0.2775708747278188,0.0006099829023112236,0.0,6.765985685089285,1.651696173417243,4.52526606882655,1.7355879028397998
49,49,0.26183574749288946,0.00011213080155564326,0.0,3.6185943929367284,2.7763079534449275,7.453594909855669,0.8328870471828782
50,50,0.24605343949659086,1.2461048234269079e-05,0.0,3.7743318943217217,2.8869358794720124,8.353865272805486,1.2074557770840986
51,51,0.23028686364813092,0.00031137095522068006,0.0,3.0442959755656194,0.29850891762877363,4.948518208212478,0.6194117699037758
52,52,0.21459887014376205,0.0010076689799442874,0.0,8.557329694123112,1.023380812381084,1.1000425300482153,1.910611802445816
53,53,0.1990519959274621,0.0020985794742285346,0.0,8.003435081974114,7.488585250954081,9.350065144419231,1.7115022056344986
54,54,0.1837082154003304,0.003579753748838821,0.0,1.6407314881282797,5.3859848946826885,0.0008386074810273758,0.30859597030213626
55,55,0.16862869337244704,0.005445287408633293,0.0,1.2018778709552436,4.268752457129872,3.37104178072663,0.26592171380188756
56,56,0.1538735412419973,0.007687743889213928,0.0,5.718301633766628,1.3482918866369475,9.206949370346644,0.9823177334370379
57,57,0.1395015773736052,0.01029818410125366,0.0,4.7815633209519826,4.474465972465461,6.026031318515209,0.6189137915264915
58,58,0.12557009263107932,0.013266202064328514,0.0,0.9470127551939866,1.416390651175683,1.7294444201928727,0.2855624922847097
59,59,0.11213462199922317,0.016579966388208245,0.0,6.879795392042222,3.119778988796851,2.188227559030879,0.8284875939547609
60,60,0.09924872320509631,0.020226267436248082,0.0,2.6753501410112746,3.499254618155314,9.314760925518199,0.4356841519463638
61,61,0.08696376322120333,0.024190569982875457,0.0,4.203486901831063,6.434455349876751,1.1546018730352559,0.5007763929803916
62,62,0.07532871350167333,0.028457071155262893,0.0,3.135643801229632,5.405139078338939,7.806808190808605,0.4133273073008032
63,63,0.06438995476767928,0.033008763428214453,0.0,4.718777390413825,7.203092838665225,4.585930029401642,0.5562423477769447
64,64,0.05419109212027742,0.037827502421150475,0.0,0.4693130049453731,2.9383318749828113,5.343297636050525,0.2700859291750507
65,65,0.04477278121768441,0.042894079226930504,0.0,6.020347417042534,8.39315666116101,1.5945918994161767,0.671845681855754
66,66,0.03617256620989709,0.048188296984192226,0.0,5.563074191015808,8.560936843654199,6.880992857507428,0.46580251749940416
67,67,0.028424730076697796,0.05368905138796525,0.0,2.6486905410513373,0.08166159823271624,7.304959598790953,0.14502257931002477
68,68,0.021560157965640897,0.05937441481762104,0.0,4.066870978723908,2.235773428212288,6.248454675558063,0.12051735055296955
69,69,0.015606214074793734,0.06522172374680177,0.0,3.6748542627063463,5.029949815078822,8.060020682942728,0.3356593709518721
70,70,0.010586632571017635,0.07120766908688335,0.0,7.634017139233688,9.874806540031129,0.7253613638829626,0.8308191062727689
71,71,0.006521422978615576,0.07730838910384095,0.0,6.972071564129033,0.8857009993277221,9.561706720001556,0.027388462864069194
72,72,0.0034267904154993145,0.08349956453812012,0.0,4.669620794611805,5.281644695528881,7.903370492959198,0.43028952035476564
73,73,0.0013150709948357708,0.0897565155483386,0.0,9.153259636541994,2.608633520894416,4.892695283116999,0.2889824559025635
74,74,0.00019468264968108828,0.09605430009237473,0.0,3.3903339202123606,7.6798257245157595,0.35320195635228924,0.5388314108786392
75,75,7.009157663051546e-05,0.10236781335366239,0.0,2.35584594704094,9.201547835114244,8.188191965779097,0.8534732646193176
76,76,0.0009417944322483163,0.10867188781635505,0.0,4.248440440674428,3.10322501975667,3.883885647589521,0.27281126575595926
77,77,0.0028063163532493496,0.11494139359042606,0.0,3.6733449250548613,2.6469519155797636,0.11863343591429043,0.21042896377983789
78,78,0.005656224808323201,0.12115133858678194,0.0,6.826668986462513,5.780635717599903,4.177553959107835,0.7139258387654784
79,79,0.009480159226384288,0.12727696814306033,0.0,6.270021414877716,1.5448659844141,7.989574859302837,0.3664253845164446
80,80,0.01426287628314074,0.1332938637029761,0.0,6.214045974372954,8.631722718378498,3.9611416819616316,1.2003844086555269
81,81,0.019985310665456363,0.1391780401558493,0.0,9.708842403432671,1.0035198127323575,9.586860227415464,0.4589683617499901
82,82,0.026624651071281424,0.14490604144829197,0.0,1.168701307627018,7.783261606412745,2.851734610699801,1.267057915933286
83,83,0.034154431142194186,0.1504550340869178,0.0,0.6808186316594056,7.008765775185627,6.532245578301885,1.1714323952182104
84,84,0.042544634966068556,0.15580289815934403,0.0,7.889055062134759,8.70062400663787,6.432321524080082,1.7816502513207426
85,85,0.051761816729305354,0.16092831551065168,0.0,6.113168611117184,5.592561508466545,2.907273691886607,1.3417452825413547
86,86,0.061769234041655685,0.16581085472380375,0.0,1.2108085424329695,6.7893614479734765,2.312125727836438,1.137138348079073
87,87,0.0725269944021667,0.1704310525652672,0.0,3.5127689480193194,1.4467539441622612,2.025459866188716,0.5833661710651019
88,88,0.08399221422239225,0.17477049157117094,0.0,6.685040160284669,5.232961481222988,9.672079785998637,1.5592293977293177
89,89,0.09611918977295505,0.1788118734647192,0.0,0.5172274289588019,6.8455223747818215,2.0430277233157987,1.3016214382557556
90,90,0.10885957937202048,0.18253908811219766,0.0,5.0864909833063185,4.686208532937188,1.541936530675797,1.506954043713924
91,91,0.12216259608941832,0.1859372777426912,0.0,8.715184701110157,4.531614325888627,6.504935604033316,1.8879957290843854
