,0,1,2,3,4,5,6,7
0,0,0.25,0.2,0.0,5.566744622485654,8.229037551657024,7.759124958640391,3.178791728941475
1,1,0.2657764078281684,0.19980068533314935,0.0,4.483856909842016,9.469783788750444,1.1302731858758186,2.9734286789755804
2,2,0.28148992626692937,0.1992035358593258,0.0,2.702075824135295,9.465090774538771,8.253077129393786,2.627097553631568
3,3,0.29707791662242944,0.19821093199149806,0.0,5.618038333195709,6.541875440856134,4.6470094766368755,2.713134748035833
4,4,0.3124782405925771,0.19682683053985073,0.0,3.589733253240218,9.014879004630433,3.1152819252063537,3.0409790835569654
5,5,0.3276295079685422,0.1950567489387783,0.0,2.2332365339549263,2.6957671376307513,2.1500608748717465,1.3519812095660222
6,6,0.3424713213541367,0.19290774325277305,0.0,8.721903650977662,0.7545227412203037,7.226432919469124,3.0900436226269807
7,7,0.3569445169275524,0.19038838004888237,0.0,8.46107927780552,9.99967586134699,4.085432394231318,4.974566322074118
8,8,0.3709914002857097,0.1875087022478594,0.0,7.667287035773434,2.627222344301149,2.029197048752901,3.5125837080463644
9,9,0.38455597643107214,0.18428018909013508,0.0,0.31368091425994726,8.131228273731896,9.606300574977901,1.6810916838871428
10,10,0.39758417298413207,0.18071571037619855,0.0,0.2722034193357603,0.5606228563571769,6.248588873326354,0.3570021438511108
11,11,0.4100240557317768,0.17682947516379707,0.0,2.734627408551348,7.428617558333911,9.728602420965494,2.153175968160884
12,12,0.42182603565229604,0.17263697512646395,0.0,0.3463790107494613,2.105484181290408,5.370919590307167,0.6987145545256331
13,13,0.4329430665917692,0.1681549227991634,0.0,2.9058542634489326,3.159225744435364,3.0222192094733002,1.7500660913946438
14,14,0.4433308328038348,0.1634011849572239,0.0,4.220889154951592,5.860270674579326,9.41525476961044,2.8297686618903057
15,15,0.4529479256052552,0.15839471139413064,0.0,9.961926947001299,4.284382778977404,3.1144378109663027,5.036443771077475
16,16,0.46175600844307474,0.1531554593820902,0.0,4.908370864203354,3.1339791511263684,7.128827182752662,2.6445880500138252
17,17,0.46971996971536506,0.14770431411648896,0.0,7.7458544648332115,0.0590208508360901,7.001145058930489,3.490325462276057
18,18,0.47680806273637033,0.14206300546137843,0.0,8.726369487041634,1.3047738808325215,1.2681394452332673,4.342128491761963
19,19,0.4829920322881087,0.13625402132786246,0.0,2.185552296174067,9.456694301240026,1.905063524754439,2.4036205054469613
20,20,0.4882472272539598,0.1303005180306873,0.0,9.727351882357132,5.223763344149645,5.195579953214978,5.439437493987833
21,21,0.49255269888524655,0.12422622798037833,0.0,8.389695669858416,2.1353541842565216,7.4385512739007655,4.503795557104554
22,22,0.49589128430909246,0.11805536507889021,0.0,6.930487929557927,1.427016266575557,2.4419652430609204,3.807280275749215
