,0,1,2,3,4,5,6,7
0,0,1.0,0.0,0.0,9.015923380063063,0.2780318102317336,6.632202901493189,9.095538277649549
1,1,1.0,0.0,0.0,5.747465526740248,9.563764313260863,4.6826933028791355,5.485415485430348
2,2,1.0,0.0,0.0,0.5487575410482004,8.387534597897474,6.512654498530059,0.6235810618232176
3,3,1.0,0.0,0.0,2.56315235267756,2.518629748965874,4.396702272280281,2.5624767520016523
4,4,1.0,0.0,0.0,3.854676616814925,9.764211177275298,9.095138087848742,3.7531805056666263
5,5,1.0,0.0,0.0,1.7833827928015433,7.838075247568089,5.41265627595087,1.7692099734862614
6,6,1.0,0.0,0.0,8.811774087599678,0.3622360663531743,1.770481535821461,8.822613586715248
7,7,1.0,0.0,0.0,8.34723613261727,1.9927329744715738,0.2580287218114008,8.134023541038642
8,8,1.0,0.0,0.0,4.0656143663426745,9.523677483428344,0.25240235113104137,4.24914951946692
9,9,1.0,0.0,0.0,2.7618210217682995,9.873497488692891,1.7487386648778291,2.6946992141349777
10,10,1.0,0.0,0.0,1.3483686181823884,3.443364742209055,5.6231161603492055,1.2201492672106038
11,11,1.0,0.0,0.0,0.11025368047680617,4.97451444241062,4.050987471168744,0.1622425315114868
12,12,1.0,0.0,0.0,4.31640608940123,3.635021526524792,5.325925890573441,4.241079115695435
13,13,1.0,0.0,0.0,3.6120888663272765,7.840361885688597,5.173374780906269,3.572777520621714
14,14,1.0,0.0,0.0,9.364270628937204,5.384246158123865,0.3025920170663765,9.322845272616474
15,15,1.0,0.0,0.0,6.422639854804421,3.3497516065578337,4.5717327992252095,6.29690491613896
16,16,1.0,0.0,0.0,3.440099832428337,0.8037775287198412,5.412364248519249,3.345622299379046
17,17,1.0,0.0,0.0,3.157909916960744,7.8618538001678075,9.946001803874204,3.3212950438949003
18,18,1.0,0.0,0.0,0.9307502857420924,1.2603173651204802,6.81013956962644,0.8474206229247403
19,19,1.0,0.0,0.0,1.541734567116202,9.634809396110741,8.45910549514316,1.4777930864383113
20,20,1.0,0.0,0.0,8.725239268606671,4.344846948502915,1.2430062795238839,8.858968264186723
21,21,1.0,0.0,0.0,6.5442923075478685,6.215238158829709,0.09332625080801016,6.480554983196174
22,22,1.0,0.0,0.0,8.641686352589398,1.0791408617718412,9.578632107809447,8.684490107260727
23,23,1.0,0.0,0.0,0.7038724992807177,3.7567119241578197,5.074629513823695,0.7491655259608843
24,24,1.0,0.0,0.0,1.338223937304951,0.6670349546146948,8.038870558429217,1.4968799292383959
25,25,1.0,0.0,0.0,7.318225144500742,6.296847803132039,8.687786705553197,7.370029920706711
26,26,1.0,0.0,0.0,0.19316181273844935,6.9959970455352,6.736816453996653,0.2557075395135739
27,27,1.0,0.0,0.0,3.4561610858606437,9.263801036171602,0.5172992391961373,3.5077923134723252
28,28,1.0,0.0,0.0,6.714023210619413,9.733263338053415,0.9551228077669682,6.595771279755265
29,29,1.0,0.0,0.0,2.0359030647058427,9.007135802727701,7.460715911801361,2.0262095429708356
30,30,1.0,0.0,0.0,1.7992650511345476,0.922220426283834,0.7949459569503403,1.9095218124312003
31,31,1.0,0.0,0.0,5.476709183702898,2.487213647261588,0.42624072499171994,5.421181779282558
32,32,1.0,0.0,0.0,1.6739259229487558,7.670828341110115,9.70045061055785,1.4027590075083536
33,33,1.0,0.0,0.0,9.792936898485713,1.7517041818456258,8.422050056884766,9.818630563165607
34,34,1.0,0.0,0.0,5.353807873397304,7.260492604988591,5.642733958162783,5.357327641164516
35,35,1.0,0.0,0.0,0.4745999170578885,6.937657617064824,5.024180602943488,0.4978592142451764
36,36,1.0,0.0,0.0,3.0349268518462758,2.3648217371637212,3.687399944018863,3.1102228555045635
37,37,1.0,0.0,0.0,9.46548679006664,1.2824516296763044,2.4046296662565236,9.601605260857276
38,38,1.0,0.0,0.0,4.578841707132545,7.104501160011331,4.583681428706592,4.710501212181597
39,39,1.0,0.0,0.0,1.9043993261852088,3.789120199238518,3.091211637476019,1.9993715479985825
40,40,1.0,0.0,0.0,3.23761200173902,1.6259050141016196,8.584582980314881,3.34639734346069
41,41,1.0,0.0,0.0,6.318903496821907,0.23871385949717938,3.8561676011997505,6.178728307060746
42,42,1.0,0.0,0.0,2.970773878810334,9.526908331653127,1.364159439546514,3.180470937821227
43,43,1.0,0.0,0.0,2.6094167588781714,6.671024408550792,1.5472640889719103,2.789430156866776
44,44,1.0,0.0,0.0,4.858644161842785,2.0597178102140488,2.4409021404180296,4.893610949799371
45,45,1.0,0.0,0.0,8.050278126826028,0.01855515654272888,7.334695748719958,7.939651060236181
46,46,1.0,0.0,0.0,2.3336485819665373,8.517420005000112,6.280815583082675,2.365214812365505
47,47,1.0,0.0,0.0,0.5170018313711888,6.893605212655908,3.064866592823401,0.41093042606299546
48,48,1.0,0.0,0.0,2.7495494665004228,4.493357431636255,0.6678993526040655,2.5659272036248986
49,49,1.0,0.0,0.0,6.054177512114612,8.749703914621914,9.281200544125097,6.012787624605688
50,50,1.0,0.0,0.0,9.983167348704779,8.527206228306968,1.75233293589532,9.99052711700998
51,51,1.0,0.0,0.0,7.871620762536012,7.829417881587441,8.79857032941095,7.936183317833462
