,0,1,2,3,4,5,6,7
0,0,1.0,0.0,0.0,6.4682333697300916,6.316632925643456,1.1133783745019354,6.712926289485675
1,1,1.0,0.0,0.0,9.3410453571933,2.899809683661423,9.097600085544403,9.172041099357475
2,2,1.0,0.0,0.0,4.911260831514705,0.558664996224264,8.570091692105812,4.899946637333767
3,3,1.0,0.0,0.0,2.9833275403698067,9.070781223955477,7.979976426776828,3.1258643077830586
4,4,1.0,0.0,0.0,4.8129059456827425,9.47788407298619,2.5402283992259056,4.817264821460133
5,5,1.0,0.0,0.0,2.9530620831552223,2.760358931452027,4.414189965411634,2.9164533133636192
6,6,1.0,0.0,0.0,7.431943399762594,4.305663611366059,8.516999211729603,7.518744238047569
7,7,1.0,0.0,0.0,4.204326993436675,9.805138834738816,5.59792284268953,4.073201709126893
8,8,1.0,0.0,0.0,7.808759451989264,7.910096185953658,2.9333181054971504,7.6480820956721995
9,9,1.0,0.0,0.0,6.177385312556071,1.537117337079783,7.812947092126098,6.150391245965025
10,10,1.0,0.0,0.0,7.690309868948011,3.357078745095471,7.898441229806718,7.859478919511769
11,11,1.0,0.0,0.0,4.713442167541969,1.856327744123154,8.229091674561959,4.899776986657053
12,12,1.0,0.0,0.0,6.156485850565183,5.034137754948572,4.279804823083238,6.115527529160275
13,13,1.0,0.0,0.0,3.233299874638079,0.7864319859810109,1.3373222597243906,3.1537901489353732
14,14,1.0,0.0,0.0,4.243751076959256,5.80610966429437,9.983685694639368,4.2741890297959015
15,15,1.0,0.0,0.0,4.159982962138643,4.038157453467647,8.616688406052015,4.103953479625397
16,16,1.0,0.0,0.0,9.395983130234907,6.524745249483733,2.204240420784048,9.380900588638607
17,17,1.0,0.0,0.0,4.163422813278521,8.84867677477504,2.2595982150521268,3.95250996553897
18,18,1.0,0.0,0.0,8.453828294767,9.512338851575137,8.419409048654368,8.452680752207048
19,19,1.0,0.0,0.0,8.83451151946624,3.6099754457880486,1.3377135128689877,8.76523158600552
20,20,1.0,0.0,0.0,4.364327705229467,1.9593304169247117,0.10761872697509611,4.566687990063925
21,21,1.0,0.0,0.0,8.64533296970439,5.4350304521112,4.2416830830859675,8.52925028025643
22,22,1.0,0.0,0.0,8.462503288151378,7.205810364285583,7.258302132604949,8.526042479080548
23,23,1.0,0.0,0.0,3.28146366024178,1.4787365959882859,9.318996721691711,3.213230940369441
24,24,1.0,0.0,0.0,7.4167436616391305,0.1986036030499283,3.087053082253938,7.3477794179155245
