,0,1,2,3,4,5,6,7
0,0,1.0,0.0,0.0,6.983758798145534,2.1559448999492536,4.822079674398552,6.891827455351931
1,1,1.0,0.0,0.0,5.296437983697787,2.430880820309377,5.067969192797196,5.313742598586432
2,2,1.0,0.0,0.0,1.4693443469774414,7.9056720317475415,8.818748872257483,1.3667560730875663
3,3,1.0,0.0,0.0,1.5196708989169905,5.229738458218894,3.90762347709403,1.377032408617884
4,4,1.0,0.0,0.0,6.758503073587488,8.085958032569188,3.2336557124029297,6.724301599504179
5,5,1.0,0.0,0.0,6.555363080191437,1.3839230884837295,2.665320986822719,6.600852219640609
6,6,1.0,0.0,0.0,2.060952685440234,8.672638152159378,6.876763406739151,2.2177636838770405
7,7,1.0,0.0,0.0,7.321827999507272,7.57489217488109,6.179417068746726,7.220842585115567
8,8,1.0,0.0,0.0,0.2723441991484987,0.695259880954251,2.3760284497639383,0.2769975381321921
9,9,1.0,0.0,0.0,2.5960047240483206,4.1673755077908154,8.440264100696162,2.5906646011242076
10,10,1.0,0.0,0.0,1.1389832451919468,2.709639456863371,9.253152838319181,1.1243964762658154
11,11,1.0,0.0,0.0,0.3826453919514816,5.334147399493309,4.993753124215466,0.09478226144328722
12,12,1.0,0.0,0.0,7.048094989293689,3.753391583509443,4.742673551853125,7.248754987276786
13,13,1.0,0.0,0.0,0.44462273527476226,6.665005329808745,4.519358622231362,0.32429508922472994
14,14,1.0,0.0,0.0,4.852758683084061,7.7849811212898,9.72294893522914,4.838185839061075
15,15,1.0,0.0,0.0,7.503837212731082,2.340591243996537,7.924567992194168,7.4012609384002515
16,16,1.0,0.0,0.0,0.9526286100474235,8.46291694299942,8.87102567561658,0.9893605223056969
17,17,1.0,0.0,0.0,9.23648129844591,2.0625393313070175,1.2453879874608575,9.208002537932346
18,18,1.0,0.0,0.0,7.397119357093013,5.373202120216277,2.902789186112924,7.406555724409435
19,19,1.0,0.0,0.0,9.814170925932975,9.168873237688459,6.001380001356466,9.760048024307675
20,20,1.0,0.0,0.0,1.146464617437375,0.0007076352124968377,0.09036417582701128,0.9979524435393746
21,21,1.0,0.0,0.0,1.2155225144428894,9.225798954279522,4.27654264455053,1.2988248791432206
22,22,1.0,0.0,0.0,9.304429419237128,3.2399824074120733,5.697617947993735,9.257716456462987
23,23,1.0,0.0,0.0,4.968343504788907,2.5008392025560644,1.1864626626656816,4.975298435613785
24,24,1.0,0.0,0.0,9.663676707939029,5.291630925276721,5.168796275288728,9.659324788914867
25,25,1.0,0.0,0.0,2.645711692045245,7.865906687196985,5.099877101194213,2.6536856884478053
26,26,1.0,0.0,0.0,4.748732026437779,0.5799257422291881,5.437701220110331,4.821184419440053
27,27,1.0,0.0,0.0,9.628617736836667,6.418884722363757,6.7634894376498,9.6519930558632
28,28,1.0,0.0,0.0,8.77944451672953,0.26174347578159285,8.753891384305932,8.763008504230857
29,29,1.0,0.0,0.0,1.6523485290120588,5.039207864067661,9.791715412418903,1.4886311081629844
30,30,1.0,0.0,0.0,5.4699719525134665,6.7384578954216146,2.1421676844805027,5.512060465632435
31,31,1.0,0.0,0.0,2.7981876116710955,8.155408756948491,3.542139468857921,2.6938794710860505
32,32,1.0,0.0,0.0,7.987909584790563,3.626036437453797,5.912636969705547,7.971009208002597
33,33,1.0,0.0,0.0,9.471199697661088,6.797847585455637,6.755217065267334,9.2432001489201
34,34,1.0,0.0,0.0,2.6641028549336196,1.6160535183077551,0.9268552604614333,2.6898033721087673
35,35,1.0,0.0,0.0,8.377514524613957,0.5997849056439952,1.973909120756242,8.394426082969822
36,36,1.0,0.0,0.0,6.7863535985808285,0.9678312578725379,5.491904129428878,6.734619558709659
37,37,1.0,0.0,0.0,1.88571459613611,3.120792405011734,4.694685140573197,2.065358298443846
38,38,1.0,0.0,0.0,3.8576130037191003,7.041245162616035,5.115817279854797,3.9554621355387813
39,39,1.0,0.0,0.0,2.601512741786559,4.327577937745156,1.0092122819324,2.556700705221775
