,0,1,2,3,4,5,6,7
0,0,1.0,0.0,0.0,4.998742529033612,5.739286601328109,8.488968351296991,4.976419857057652
1,1,1.0,0.0,0.0,9.317348832776613,3.785079185694512,5.81273572089565,9.310698663378218
2,2,1.0,0.0,0.0,6.4754494549829165,4.436348746785411,3.6341837991866868,6.404876104768738
3,3,1.0,0.0,0.0,1.0855233658311392,6.306201053558764,8.128422805145693,0.9250615187944293
4,4,1.0,0.0,0.0,9.932941356310694,9.27660779803684,0.3188435925277,10.011570981749053
5,5,1.0,0.0,0.0,5.622369846563791,6.659804889401669,1.2699158464225724,5.762900040956288
6,6,1.0,0.0,0.0,5.764061243824468,2.599297883292383,6.2826130512470515,5.97050927098018
7,7,1.0,0.0,0.0,0.3809695363418719,2.9743759660279956,1.5095975829432362,0.23918949307658047
8,8,1.0,0.0,0.0,0.0014142682531181894,2.0098602413133424,6.039461837164919,0.01856673581738878
9,9,1.0,0.0,0.0,7.3338796559263555,5.672027155203051,7.55715507862617,7.238547979804226
10,10,1.0,0.0,0.0,3.8389007641846975,9.596903658199983,7.403077586326382,3.87217878015135
11,11,1.0,0.0,0.0,3.2627524610248706,5.247909057482444,3.1660885263927874,3.2775310361202616
12,12,1.0,0.0,0.0,5.78534704327108,0.7753371561733402,9.527525542530519,5.654856566064887
13,13,1.0,0.0,0.0,7.9914030733909245,9.262731454180688,8.08801340264652,7.8854631590120166
14,14,1.0,0.0,0.0,1.7282089458101246,9.240882888132068,6.064719579880137,1.7847365869437315
15,15,1.0,0.0,0.0,5.3454143892715,0.7266181614335587,5.3122939230239865,5.333706599278516
16,16,1.0,0.0,0.0,4.425304505446139,9.956445145526448,5.80936428927777,4.643466971931947
17,17,1.0,0.0,0.0,4.225081533836157,3.5728621187780485,2.4843797207260043,4.103150507441604
18,18,1.0,0.0,0.0,2.6020493084422878,1.105160313149507,8.474182196781062,2.773594329488211
19,19,1.0,0.0,0.0,8.934356283538099,7.002184343586656,7.479047417956876,8.862224028149654
20,20,1.0,0.0,0.0,7.379421666489967,1.047816065689241,5.377787371281704,7.442217848318072
21,21,1.0,0.0,0.0,2.8550049015486767,1.0162175539491791,2.1257915742928657,2.77555539561172
22,22,1.0,0.0,0.0,0.5287277406033453,3.743966647319996,6.5637178749564775,0.5209161153029669
23,23,1.0,0.0,0.0,8.273503151790973,7.478914468777347,4.246129875246583,8.305645447854522
24,24,1.0,0.0,0.0,8.699998392145512,6.51674143945019,2.7389643369943517,8.857445253003323
25,25,1.0,0.0,0.0,3.7252425008738363,6.430179965533158,5.574206486769716,3.738079879359942
26,26,1.0,0.0,0.0,8.601637426120016,5.493420350718242,5.774976532107195,8.594708893818753
27,27,1.0,0.0,0.0,3.6225524425591105,1.4201445392480527,6.910286712595069,3.747207618977681
28,28,1.0,0.0,0.0,8.093190388122828,3.720977317125115,8.88717389515528,8.079212133792232
29,29,1.0,0.0,0.0,9.822588503656801,3.6484588219467495,5.546041115510867,9.598186568587694
30,30,1.0,0.0,0.0,5.90650758652607,4.360876754777885,9.560061792396993,5.82567431382118
31,31,1.0,0.0,0.0,7.0797745051666965,6.798736699442238,3.9857969907038173,7.0984936354962915
32,32,1.0,0.0,0.0,0.7161570439556453,9.285107426199316,1.9430719002123575,0.7625116703768934
33,33,1.0,0.0,0.0,3.5566899585199865,3.250016968972951,7.878267789466724,3.6360257599472345
34,34,1.0,0.0,0.0,9.131542275730375,1.8485971665675605,1.8107423906139664,9.102336325759989
35,35,1.0,0.0,0.0,0.207178581370695,0.2920977846047257,4.655587118379662,0.38162592773753323
36,36,1.0,0.0,0.0,8.672242663572499,1.3710215274802628,2.9640790155274543,8.835829102949058
37,37,1.0,0.0,0.0,7.768299848376284,9.38773792524267,1.389816916902118,7.732276350667863
38,38,1.0,0.0,0.0,6.325717290312463,1.6917173138006159,1.5055538259553536,6.201294116307421
39,39,1.0,0.0,0.0,5.524859192325061,7.972444317532826,9.719117445484615,5.527577264442891
40,40,1.0,0.0,0.0,3.6914454972170505,7.721250808958812,6.799650548346868,3.6100661534219642
41,41,1.0,0.0,0.0,7.145284738852878,9.205960028495282,0.8206061635693818,7.095002744629144
42,42,1.0,0.0,0.0,2.9225251168372,8.759650539850789,4.874187559456522,2.9328111447459166
43,43,1.0,0.0,0.0,5.960950485394632,3.943600139991222,8.294309272237431,5.905914022333044
44,44,1.0,0.0,0.0,6.834172729954853,0.0933198359453924,9.211506124843075,6.672106487337888
45,45,1.0,0.0,0.0,3.6919270858396325,9.84043380117572,9.4138321721275,3.571736064264945
46,46,1.0,0.0,0.0,3.3224986620392514,9.420811202118704,1.304009714710449,3.3012229744203214
47,47,1.0,0.0,0.0,3.4196029505341627,0.684611858939671,6.990846552486931,3.5211507624748677
48,48,1.0,0.0,0.0,6.883974614696957,1.8008680121670129,8.358971097581978,6.849869273006138
49,49,1.0,0.0,0.0,0.9749205269702899,4.241419859851004,4.52847979010047,0.9851574176513476
50,50,1.0,0.0,0.0,1.1652255350158514,0.6701615979298003,8.97485671956569,1.1934212748620543
51,51,1.0,0.0,0.0,1.59115461870181,7.06102221334387,9.641537834799973,1.5467337432447106
52,52,1.0,0.0,0.0,5.181473947634734,7.724340217762786,7.732354569023812,5.003008511802282
53,53,1.0,0.0,0.0,5.9120233161655245,2.650607413007945,1.056113719917835,5.835989285466594
54,54,1.0,0.0,0.0,4.4064311369306095,1.7675884152267485,5.803162801657866,4.470555700463203
55,55,1.0,0.0,0.0,9.372536755405074,4.80123578568331,6.453793737657312,9.551665075644562
56,56,1.0,0.0,0.0,9.21879365818205,4.446262589906666,4.973034565277404,9.320604061714048
57,57,1.0,0.0,0.0,6.599434330305749,0.049257379529484835,5.988072335125557,6.704158292327549
58,58,1.0,0.0,0.0,9.900389578659816,0.9717307752118742,1.4588452188111156,9.79856908196211
59,59,1.0,0.0,0.0,8.762915690973582,4.0665404857051755,2.904896710783862,8.599852074078514
60,60,1.0,0.0,0.0,9.966181142837993,9.277627937283606,9.272366367408427,10.05812637171804
61,61,1.0,0.0,0.0,3.421564774151719,5.726462650295319,1.6664837257960563,3.442099018648001
62,62,1.0,0.0,0.0,8.008233668074832,6.018190251343008,7.657331661466359,7.921353913127152
63,63,1.0,0.0,0.0,2.612241626721304,9.117798340801448,4.514617023619861,2.5698164575973172
64,64,1.0,0.0,0.0,8.864130502495927,3.590273855170898,9.74605984190554,8.973853298045118
65,65,1.0,0.0,0.0,5.551148860811605,1.0603390625549725,3.3946177434330895,5.501742937920018
66,66,1.0,0.0,0.0,6.612595249763245,6.192295554645554,5.02153750249279,6.472514846699713
67,67,1.0,0.0,0.0,7.885126171323842,0.3168239588631694,6.775917886158193,7.875685814249899
68,68,1.0,0.0,0.0,4.980751706827887,2.709730260267774,3.3913951542771703,4.863549201103775
69,69,1.0,0.0,0.0,4.502209714099516,7.9746790180468565,7.441926789686216,4.348945272729048
70,70,1.0,0.0,0.0,5.395057670389367,9.277819088019754,3.4958934546745644,5.282069715992787
71,71,1.0,0.0,0.0,8.458188884615495,8.277408852747905,0.21097901484288362,8.39920882830777
